province,r_mean,r_q2.5,r_q97.5,r_median,date_lag,movement,movement_hubei,rolling.corr.biweekly,rolling.corr.hubei
hubei,5.158792217277408,4.718608869048547,5.618323957810928,5.155387473765365,2020-01-20,5.747698545884738,5.747698545884738,NA,NA
hubei,4.572393085375443,4.232181502173443,4.925569606212609,4.5701116546169755,2020-01-21,5.522303373669089,5.522303373669089,NA,NA
hubei,4.561455156033192,4.273269113881406,4.858911718007788,4.559823838074721,2020-01-22,5.368995447693088,5.368995447693088,NA,NA
hubei,4.409606630197113,4.166198050988989,4.659828140688997,4.408407773909345,2020-01-23,4.792658357613655,4.792658357613655,NA,NA
hubei,6.501827974425475,6.246638216193446,6.7620549877607194,6.5009415844641065,2020-01-24,3.7747311754267363,3.7747311754267363,NA,NA
hubei,6.117625694411822,5.906827114241715,6.332068423097833,6.116984445808106,2020-01-25,2.5738514485381105,2.5738514485381105,NA,NA
hubei,5.421957304922928,5.2581004568061696,5.5882931941564475,5.421521076767379,2020-01-26,2.0204877561264154,2.0204877561264154,NA,NA
hubei,4.71925942654649,4.592552489511516,4.847666553507449,4.718960250292188,2020-01-27,1.876848530336319,1.876848530336319,NA,NA
hubei,4.086315845341668,3.9870016580370597,4.186834802375066,4.086103846475044,2020-01-28,1.8175554958593882,1.8175554958593882,NA,NA
hubei,3.743787886300034,3.6623105639783824,3.826149144287964,3.743632343475954,2020-01-29,1.7662976540476594,1.7662976540476594,NA,NA
hubei,3.446026696455915,3.377978119700796,3.5147444459962944,3.445908944678642,2020-01-30,1.662974931553152,1.662974931553152,NA,NA
hubei,2.9561713893299126,2.9007014046416835,3.012159447438062,2.9560802259419376,2020-01-31,1.603110854149062,1.603110854149062,NA,NA
hubei,2.841006153343338,2.792607652582119,2.8898146887849823,2.8409340011318878,2020-02-01,1.5464693680919386,1.5464693680919386,NA,NA
hubei,2.6499402794610067,2.607812501466891,2.692400933683242,2.649881704530285,2020-02-02,1.4996122083826264,1.4996122083826264,0.4572058346072629,0.4572058346072629
hubei,2.3615677337582763,2.325458979343775,2.3979508189460943,2.3615194608457912,2020-02-03,1.513284782491127,1.513284782491127,0.4669731371060349,0.4669731371060349
hubei,2.1574403772234207,2.1258622277438537,2.189248111304188,2.1573999781223403,2020-02-04,1.4712443047152273,1.4712443047152273,0.5285124939666012,0.5285124939666012
hubei,1.8651642963667818,1.8380351960166668,1.8924893903709998,1.865129808133114,2020-02-05,1.4374679628189961,1.4374679628189961,0.6220938020321934,0.6220938020321934
hubei,1.6713614991527042,1.6473900587361177,1.6955036901700407,1.6713314528405934,2020-02-06,1.347894058475579,1.347894058475579,0.859360572745119,0.859360572745119
hubei,1.4704353694468022,1.4492037485000078,1.4918192503378165,1.4704085768625994,2020-02-07,1.4059887270576306,1.4059887270576306,0.949237826642453,0.949237826642453
hubei,1.2286888866755679,1.210165510480698,1.247351002892358,1.2286644731374505,2020-02-08,1.4200529215818827,1.4200529215818827,0.9805432158824704,0.9805432158824704
hubei,1.9538117751908397,1.9312442340723517,1.9765085945879932,1.9537890266057112,2020-02-09,1.4156991715396317,1.4156991715396317,0.9708415852066883,0.9708415852066883
hubei,1.992010857276729,1.9698987998054487,2.014244619928795,1.9919894413002743,2020-02-10,1.390688280885584,1.390688280885584,0.9535510449035576,0.9535510449035576
hubei,1.789292565620181,1.7692948991316724,1.8094010567052305,1.7892730642567374,2020-02-11,1.3896855997971946,1.3896855997971946,0.9364124370824486,0.9364124370824486
hubei,1.5861984529414337,1.5683821062796077,1.6041140313708355,1.5861809915219198,2020-02-12,1.4055668365725873,1.4055668365725873,0.9137547192768658,0.9137547192768658
hubei,1.4002541293851072,1.3843458645742124,1.4162520209298168,1.4002383581250344,2020-02-13,1.4450549758323474,1.4450549758323474,0.8248451192816212,0.8248451192816212
hubei,1.275377549961263,1.260816691657107,1.2900208498032155,1.2753630430515102,2020-02-14,1.4780970745310122,1.4780970745310122,0.6227186950756299,0.6227186950756299
hubei,1.1985621404702476,1.1848910626716227,1.2123105492549306,1.1985485328439838,2020-02-15,1.4275772837586613,1.4275772837586613,0.43031585609200673,0.43031585609200673
hubei,0.5954201177720841,0.5860208496482652,0.6048931291144851,0.5954071414658662,2020-02-16,1.3366815115768125,1.3366815115768125,0.48396274415943724,0.48396274415943724
