date_confirm,province,new_cases,imported_cases,new_cases_wo_imported
2020-03-29T00:00:00Z,anhui,NA,0,NA
2020-03-30T00:00:00Z,anhui,NA,0,NA
2020-03-31T00:00:00Z,anhui,NA,0,NA
2020-04-01T00:00:00Z,anhui,NA,0,NA
2020-04-02T00:00:00Z,anhui,NA,0,NA
2020-01-16T00:00:00Z,shandong,0,0,0
2020-01-17T00:00:00Z,shandong,0,0,0
2020-01-18T00:00:00Z,shandong,0,0,0
2020-01-19T00:00:00Z,shandong,0,0,0
2020-01-20T00:00:00Z,shandong,0,0,0
2020-01-21T00:00:00Z,shandong,1,0,1
2020-01-22T00:00:00Z,shandong,1,0,1
2020-01-23T00:00:00Z,shandong,7,0,7
2020-01-24T00:00:00Z,shandong,12,0,12
2020-01-25T00:00:00Z,shandong,18,0,18
2020-01-26T00:00:00Z,shandong,22,0,22
2020-01-27T00:00:00Z,shandong,26,0,26
2020-01-28T00:00:00Z,shandong,34,0,34
2020-01-29T00:00:00Z,shandong,24,0,24
2020-01-30T00:00:00Z,shandong,33,0,33
2020-01-31T00:00:00Z,shandong,24,0,24
2020-02-01T00:00:00Z,shandong,23,0,23
2020-02-02T00:00:00Z,shandong,21,0,21
2020-02-03T00:00:00Z,shandong,24,0,24
2020-02-04T00:00:00Z,shandong,28,0,28
2020-02-05T00:00:00Z,shandong,45,0,45
2020-02-06T00:00:00Z,shandong,36,0,36
2020-02-07T00:00:00Z,shandong,28,0,28
2020-02-08T00:00:00Z,shandong,28,0,28
2020-02-09T00:00:00Z,shandong,24,0,24
2020-02-10T00:00:00Z,shandong,27,0,27
2020-02-11T00:00:00Z,shandong,11,0,11
2020-02-12T00:00:00Z,shandong,9,0,9
2020-02-13T00:00:00Z,shandong,13,0,13
2020-02-14T00:00:00Z,shandong,11,0,11
2020-02-15T00:00:00Z,shandong,7,0,7
2020-02-16T00:00:00Z,shandong,4,0,4
2020-02-17T00:00:00Z,shandong,2,0,2
2020-02-18T00:00:00Z,shandong,1,0,1
2020-02-19T00:00:00Z,shandong,2,0,2
2020-02-20T00:00:00Z,shandong,202,0,202
2020-02-21T00:00:00Z,shandong,2,0,2
2020-02-22T00:00:00Z,shandong,4,0,4
2020-02-23T00:00:00Z,shandong,1,0,1
2020-02-24T00:00:00Z,shandong,0,0,0
2020-02-25T00:00:00Z,shandong,1,0,1
2020-02-26T00:00:00Z,shandong,0,0,0
2020-02-27T00:00:00Z,shandong,0,0,0
2020-02-28T00:00:00Z,shandong,0,0,0
2020-02-29T00:00:00Z,shandong,0,0,0
2020-03-01T00:00:00Z,shandong,2,0,2
2020-03-02T00:00:00Z,shandong,0,0,0
2020-03-03T00:00:00Z,shandong,0,0,0
2020-03-04T00:00:00Z,shandong,0,0,0
2020-03-05T00:00:00Z,shandong,0,0,0
2020-03-06T00:00:00Z,shandong,0,0,0
2020-03-07T00:00:00Z,shandong,0,0,0
2020-03-08T00:00:00Z,shandong,0,0,0
2020-03-09T00:00:00Z,shandong,0,0,0
2020-03-10T00:00:00Z,shandong,1,1,0
2020-03-11T00:00:00Z,shandong,1,0,1
2020-03-12T00:00:00Z,shandong,0,0,0
2020-03-13T00:00:00Z,shandong,0,0,0
2020-03-14T00:00:00Z,shandong,0,0,0
2020-03-15T00:00:00Z,shandong,0,0,0
2020-03-16T00:00:00Z,shandong,1,1,0
2020-03-17T00:00:00Z,shandong,0,0,0
2020-03-18T00:00:00Z,shandong,0,0,0
2020-03-19T00:00:00Z,shandong,1,1,0
2020-03-20T00:00:00Z,shandong,2,2,0
2020-03-21T00:00:00Z,shandong,1,1,0
2020-03-22T00:00:00Z,shandong,2,2,0
2020-03-23T00:00:00Z,shandong,1,1,0
2020-03-24T00:00:00Z,shandong,1,1,0
2020-03-25T00:00:00Z,shandong,NA,0,NA
2020-03-26T00:00:00Z,shandong,NA,0,NA
2020-03-27T00:00:00Z,shandong,NA,0,NA
2020-03-28T00:00:00Z,shandong,NA,0,NA
2020-03-29T00:00:00Z,shandong,NA,0,NA
2020-03-30T00:00:00Z,shandong,NA,0,NA
2020-03-31T00:00:00Z,shandong,NA,0,NA
2020-04-01T00:00:00Z,shandong,NA,0,NA
2020-04-02T00:00:00Z,shandong,NA,0,NA
2020-01-16T00:00:00Z,beijing,0,0,0
2020-01-17T00:00:00Z,beijing,0,0,0
2020-01-18T00:00:00Z,beijing,0,0,0
2020-01-19T00:00:00Z,beijing,0,0,0
2020-01-20T00:00:00Z,beijing,3,0,3
2020-01-21T00:00:00Z,beijing,5,0,5
2020-01-22T00:00:00Z,beijing,4,0,4
2020-01-23T00:00:00Z,beijing,12,0,12
2020-01-24T00:00:00Z,beijing,10,0,10
2020-01-25T00:00:00Z,beijing,15,0,15
2020-01-26T00:00:00Z,beijing,16,0,16
2020-01-27T00:00:00Z,beijing,13,0,13
2020-01-28T00:00:00Z,beijing,16,0,16
2020-01-29T00:00:00Z,beijing,16,0,16
2020-01-30T00:00:00Z,beijing,20,0,20
2020-01-31T00:00:00Z,beijing,24,0,24
2020-02-01T00:00:00Z,beijing,27,0,27
2020-02-02T00:00:00Z,beijing,32,0,32
2020-02-03T00:00:00Z,beijing,16,0,16
2020-02-04T00:00:00Z,beijing,25,0,25
2020-02-05T00:00:00Z,beijing,21,0,21
2020-02-06T00:00:00Z,beijing,23,0,23
2020-02-07T00:00:00Z,beijing,18,0,18
2020-02-08T00:00:00Z,beijing,11,0,11
2020-02-09T00:00:00Z,beijing,11,0,11
2020-02-10T00:00:00Z,beijing,5,0,5
2020-02-11T00:00:00Z,beijing,10,0,10
2020-02-12T00:00:00Z,beijing,14,0,14
2020-02-13T00:00:00Z,beijing,6,0,6
2020-02-14T00:00:00Z,beijing,3,0,3
2020-02-15T00:00:00Z,beijing,5,0,5
2020-02-16T00:00:00Z,beijing,1,0,1
2020-02-17T00:00:00Z,beijing,6,0,6
2020-02-18T00:00:00Z,beijing,6,0,6
2020-02-19T00:00:00Z,beijing,2,0,2
2020-02-20T00:00:00Z,beijing,1,0,1
2020-02-21T00:00:00Z,beijing,3,0,3
2020-02-22T00:00:00Z,beijing,0,0,0
2020-02-23T00:00:00Z,beijing,0,0,0
2020-02-24T00:00:00Z,beijing,1,0,1
2020-02-25T00:00:00Z,beijing,0,0,0
2020-02-26T00:00:00Z,beijing,10,0,10
2020-02-27T00:00:00Z,beijing,0,0,0
2020-02-28T00:00:00Z,beijing,1,0,1
2020-02-29T00:00:00Z,beijing,2,2,0
2020-03-01T00:00:00Z,beijing,1,0,1
2020-03-02T00:00:00Z,beijing,0,0,0
2020-03-03T00:00:00Z,beijing,3,2,1
2020-03-04T00:00:00Z,beijing,1,0,1
2020-03-05T00:00:00Z,beijing,4,4,0
2020-03-06T00:00:00Z,beijing,4,3,1
2020-03-07T00:00:00Z,beijing,2,2,0
2020-03-08T00:00:00Z,beijing,0,0,0
2020-03-09T00:00:00Z,beijing,1,1,0
2020-03-10T00:00:00Z,beijing,6,6,0
2020-03-11T00:00:00Z,beijing,0,0,0
2020-03-12T00:00:00Z,beijing,1,1,0
2020-03-13T00:00:00Z,beijing,1,1,0
2020-03-14T00:00:00Z,beijing,5,5,0
2020-03-15T00:00:00Z,beijing,4,4,0
2020-03-16T00:00:00Z,beijing,9,9,0
2020-03-17T00:00:00Z,beijing,3,3,0
2020-03-18T00:00:00Z,beijing,21,21,0
2020-03-19T00:00:00Z,beijing,6,6,0
2020-03-20T00:00:00Z,beijing,14,14,0
2020-03-21T00:00:00Z,beijing,13,13,0
2020-03-22T00:00:00Z,beijing,10,10,0
2020-03-23T00:00:00Z,beijing,32,31,1
2020-03-24T00:00:00Z,beijing,5,5,0
2020-03-25T00:00:00Z,beijing,NA,0,NA
2020-03-26T00:00:00Z,beijing,NA,0,NA
2020-03-27T00:00:00Z,beijing,NA,0,NA
2020-03-28T00:00:00Z,beijing,NA,0,NA
2020-03-29T00:00:00Z,beijing,NA,0,NA
2020-03-30T00:00:00Z,beijing,NA,0,NA
2020-03-31T00:00:00Z,beijing,NA,0,NA
2020-04-01T00:00:00Z,beijing,NA,0,NA
2020-04-02T00:00:00Z,beijing,NA,0,NA
2020-01-16T00:00:00Z,sichuan,0,0,0
2020-01-17T00:00:00Z,sichuan,0,0,0
2020-01-18T00:00:00Z,sichuan,0,0,0
2020-01-19T00:00:00Z,sichuan,0,0,0
2020-01-20T00:00:00Z,sichuan,0,0,0
2020-01-21T00:00:00Z,sichuan,2,0,2
2020-01-22T00:00:00Z,sichuan,3,0,3
2020-01-23T00:00:00Z,sichuan,10,0,10
2020-01-24T00:00:00Z,sichuan,13,0,13
2020-01-25T00:00:00Z,sichuan,16,0,16
2020-01-26T00:00:00Z,sichuan,25,0,25
2020-01-27T00:00:00Z,sichuan,21,0,21
2020-01-28T00:00:00Z,sichuan,18,0,18
2020-01-29T00:00:00Z,sichuan,34,0,34
2020-01-30T00:00:00Z,sichuan,36,0,36
2020-01-31T00:00:00Z,sichuan,30,0,30
2020-02-01T00:00:00Z,sichuan,24,0,24
2020-02-02T00:00:00Z,sichuan,23,0,23
2020-02-03T00:00:00Z,sichuan,28,0,28
2020-02-04T00:00:00Z,sichuan,19,0,19
2020-02-05T00:00:00Z,sichuan,20,0,20
2020-02-06T00:00:00Z,sichuan,23,0,23
2020-02-07T00:00:00Z,sichuan,19,0,19
2020-02-08T00:00:00Z,sichuan,23,0,23
2020-02-09T00:00:00Z,sichuan,19,0,19
2020-02-10T00:00:00Z,sichuan,12,0,12
2020-02-11T00:00:00Z,sichuan,19,0,19
2020-02-12T00:00:00Z,sichuan,15,0,15
2020-02-13T00:00:00Z,sichuan,12,0,12
2020-02-14T00:00:00Z,sichuan,7,0,7
2020-02-15T00:00:00Z,sichuan,11,0,11
2020-02-16T00:00:00Z,sichuan,14,0,14
2020-02-17T00:00:00Z,sichuan,13,0,13
2020-02-18T00:00:00Z,sichuan,6,0,6
2020-02-19T00:00:00Z,sichuan,6,0,6
2020-02-20T00:00:00Z,sichuan,5,0,5
2020-02-21T00:00:00Z,sichuan,1,0,1
2020-02-22T00:00:00Z,sichuan,0,0,0
2020-02-23T00:00:00Z,sichuan,1,0,1
2020-02-24T00:00:00Z,sichuan,2,0,2
2020-02-25T00:00:00Z,sichuan,2,0,2
2020-02-26T00:00:00Z,sichuan,3,0,3
2020-02-27T00:00:00Z,sichuan,4,0,4
2020-02-28T00:00:00Z,sichuan,0,0,0
2020-02-29T00:00:00Z,sichuan,0,0,0
2020-03-01T00:00:00Z,sichuan,0,0,0
2020-03-02T00:00:00Z,sichuan,0,0,0
2020-03-03T00:00:00Z,sichuan,0,0,0
2020-03-04T00:00:00Z,sichuan,1,0,1
2020-03-05T00:00:00Z,sichuan,0,0,0
2020-03-06T00:00:00Z,sichuan,0,0,0
2020-03-07T00:00:00Z,sichuan,0,0,0
2020-03-08T00:00:00Z,sichuan,0,0,0
2020-03-09T00:00:00Z,sichuan,0,0,0
2020-03-10T00:00:00Z,sichuan,0,0,0
2020-03-11T00:00:00Z,sichuan,0,0,0
2020-03-12T00:00:00Z,sichuan,0,0,0
2020-03-13T00:00:00Z,sichuan,0,0,0
2020-03-14T00:00:00Z,sichuan,0,0,0
2020-03-15T00:00:00Z,sichuan,0,0,0
2020-03-16T00:00:00Z,sichuan,0,0,0
2020-03-17T00:00:00Z,sichuan,1,1,0
2020-03-18T00:00:00Z,sichuan,0,0,0
2020-03-19T00:00:00Z,sichuan,1,1,0
2020-03-20T00:00:00Z,sichuan,1,1,0
2020-03-21T00:00:00Z,sichuan,1,1,0
2020-03-22T00:00:00Z,sichuan,0,0,0
2020-03-23T00:00:00Z,sichuan,2,2,0
2020-03-24T00:00:00Z,sichuan,2,2,0
2020-03-25T00:00:00Z,sichuan,NA,0,NA
2020-03-26T00:00:00Z,sichuan,NA,0,NA
2020-03-27T00:00:00Z,sichuan,NA,0,NA
2020-03-28T00:00:00Z,sichuan,NA,0,NA
2020-03-29T00:00:00Z,sichuan,NA,0,NA
2020-03-30T00:00:00Z,sichuan,NA,0,NA
2020-03-31T00:00:00Z,sichuan,NA,0,NA
2020-04-01T00:00:00Z,sichuan,NA,0,NA
2020-04-02T00:00:00Z,sichuan,NA,0,NA
2020-01-16T00:00:00Z,fujian,0,0,0
2020-01-17T00:00:00Z,fujian,0,0,0
2020-01-18T00:00:00Z,fujian,0,0,0
2020-01-19T00:00:00Z,fujian,0,0,0
2020-01-20T00:00:00Z,fujian,0,0,0
2020-01-21T00:00:00Z,fujian,0,0,0
2020-01-22T00:00:00Z,fujian,1,0,1
2020-01-23T00:00:00Z,fujian,4,0,4
2020-01-24T00:00:00Z,fujian,5,0,5
2020-01-25T00:00:00Z,fujian,8,0,8
2020-01-26T00:00:00Z,fujian,17,0,17
2020-01-27T00:00:00Z,fujian,24,0,24
2020-01-28T00:00:00Z,fujian,23,0,23
2020-01-29T00:00:00Z,fujian,19,0,19
2020-01-30T00:00:00Z,fujian,19,0,19
2020-01-31T00:00:00Z,fujian,24,0,24
2020-02-01T00:00:00Z,fujian,15,0,15
2020-02-02T00:00:00Z,fujian,20,0,20
2020-02-03T00:00:00Z,fujian,15,0,15
2020-02-04T00:00:00Z,fujian,11,0,11
2020-02-05T00:00:00Z,fujian,10,0,10
2020-02-06T00:00:00Z,fujian,9,0,9
2020-02-07T00:00:00Z,fujian,15,0,15
2020-02-08T00:00:00Z,fujian,11,0,11
2020-02-09T00:00:00Z,fujian,11,0,11
2020-02-10T00:00:00Z,fujian,6,0,6
2020-02-11T00:00:00Z,fujian,5,0,5
2020-02-12T00:00:00Z,fujian,7,0,7
2020-02-13T00:00:00Z,fujian,2,0,2
2020-02-14T00:00:00Z,fujian,4,0,4
2020-02-15T00:00:00Z,fujian,2,0,2
2020-02-16T00:00:00Z,fujian,3,0,3
2020-02-17T00:00:00Z,fujian,2,0,2
2020-02-18T00:00:00Z,fujian,1,0,1
2020-02-19T00:00:00Z,fujian,0,0,0
2020-02-20T00:00:00Z,fujian,0,0,0
2020-02-21T00:00:00Z,fujian,0,0,0
2020-02-22T00:00:00Z,fujian,0,0,0
2020-02-23T00:00:00Z,fujian,0,0,0
2020-02-24T00:00:00Z,fujian,1,0,1
2020-02-25T00:00:00Z,fujian,0,0,0
2020-02-26T00:00:00Z,fujian,2,0,2
2020-02-27T00:00:00Z,fujian,0,0,0
2020-02-28T00:00:00Z,fujian,0,0,0
2020-02-29T00:00:00Z,fujian,0,0,0
2020-03-01T00:00:00Z,fujian,0,0,0
2020-03-02T00:00:00Z,fujian,0,0,0
2020-03-03T00:00:00Z,fujian,0,0,0
2020-03-04T00:00:00Z,fujian,0,0,0
2020-03-05T00:00:00Z,fujian,0,0,0
2020-03-06T00:00:00Z,fujian,0,0,0
2020-03-07T00:00:00Z,fujian,0,0,0
2020-03-08T00:00:00Z,fujian,0,0,0
2020-03-09T00:00:00Z,fujian,0,0,0
2020-03-10T00:00:00Z,fujian,0,0,0
2020-03-11T00:00:00Z,fujian,0,0,0
2020-03-12T00:00:00Z,fujian,0,0,0
2020-03-13T00:00:00Z,fujian,0,0,0
2020-03-14T00:00:00Z,fujian,0,0,0
2020-03-15T00:00:00Z,fujian,0,0,0
2020-03-16T00:00:00Z,fujian,0,0,0
2020-03-17T00:00:00Z,fujian,0,0,0
2020-03-18T00:00:00Z,fujian,0,0,0
2020-03-19T00:00:00Z,fujian,3,3,0
2020-03-20T00:00:00Z,fujian,4,4,0
2020-03-21T00:00:00Z,fujian,4,4,0
2020-03-22T00:00:00Z,fujian,6,6,0
2020-03-23T00:00:00Z,fujian,5,5,0
2020-03-24T00:00:00Z,fujian,4,4,0
2020-03-25T00:00:00Z,fujian,NA,0,NA
2020-03-26T00:00:00Z,fujian,NA,0,NA
2020-03-27T00:00:00Z,fujian,NA,0,NA
2020-03-28T00:00:00Z,fujian,NA,0,NA
2020-03-29T00:00:00Z,fujian,NA,0,NA
2020-03-30T00:00:00Z,fujian,NA,0,NA
2020-03-31T00:00:00Z,fujian,NA,0,NA
2020-04-01T00:00:00Z,fujian,NA,0,NA
2020-04-02T00:00:00Z,fujian,NA,0,NA
2020-01-16T00:00:00Z,jiangxi,0,0,0
2020-01-17T00:00:00Z,jiangxi,0,0,0
2020-01-18T00:00:00Z,jiangxi,0,0,0
2020-01-19T00:00:00Z,jiangxi,0,0,0
2020-01-20T00:00:00Z,jiangxi,0,0,0
2020-01-21T00:00:00Z,jiangxi,2,0,2
2020-01-22T00:00:00Z,jiangxi,1,0,1
2020-01-23T00:00:00Z,jiangxi,4,0,4
2020-01-24T00:00:00Z,jiangxi,11,0,11
2020-01-25T00:00:00Z,jiangxi,18,0,18
2020-01-26T00:00:00Z,jiangxi,12,0,12
2020-01-27T00:00:00Z,jiangxi,24,0,24
2020-01-28T00:00:00Z,jiangxi,37,0,37
2020-01-29T00:00:00Z,jiangxi,53,0,53
2020-01-30T00:00:00Z,jiangxi,78,0,78
2020-01-31T00:00:00Z,jiangxi,47,0,47
2020-02-01T00:00:00Z,jiangxi,47,0,47
2020-02-02T00:00:00Z,jiangxi,59,0,59
2020-02-03T00:00:00Z,jiangxi,85,0,85
2020-02-04T00:00:00Z,jiangxi,72,0,72
2020-02-05T00:00:00Z,jiangxi,52,0,52
2020-02-06T00:00:00Z,jiangxi,61,0,61
2020-02-07T00:00:00Z,jiangxi,37,0,37
2020-02-08T00:00:00Z,jiangxi,42,0,42
2020-02-09T00:00:00Z,jiangxi,32,0,32
2020-02-10T00:00:00Z,jiangxi,32,0,32
2020-02-11T00:00:00Z,jiangxi,40,0,40
2020-02-12T00:00:00Z,jiangxi,28,0,28
2020-02-13T00:00:00Z,jiangxi,28,0,28
2020-02-14T00:00:00Z,jiangxi,13,0,13
2020-02-15T00:00:00Z,jiangxi,13,0,13
2020-02-16T00:00:00Z,jiangxi,5,0,5
2020-02-17T00:00:00Z,jiangxi,3,0,3
2020-02-18T00:00:00Z,jiangxi,1,0,1
2020-02-19T00:00:00Z,jiangxi,1,0,1
2020-02-20T00:00:00Z,jiangxi,0,0,0
2020-02-21T00:00:00Z,jiangxi,0,0,0
2020-02-22T00:00:00Z,jiangxi,0,0,0
2020-02-23T00:00:00Z,jiangxi,0,0,0
2020-02-24T00:00:00Z,jiangxi,0,0,0
2020-02-25T00:00:00Z,jiangxi,0,0,0
2020-02-26T00:00:00Z,jiangxi,0,0,0
2020-02-27T00:00:00Z,jiangxi,1,0,1
2020-02-28T00:00:00Z,jiangxi,0,0,0
2020-02-29T00:00:00Z,jiangxi,0,0,0
2020-03-01T00:00:00Z,jiangxi,0,0,0
2020-03-02T00:00:00Z,jiangxi,0,0,0
2020-03-03T00:00:00Z,jiangxi,0,0,0
2020-03-04T00:00:00Z,jiangxi,0,0,0
2020-03-05T00:00:00Z,jiangxi,0,0,0
2020-03-06T00:00:00Z,jiangxi,0,0,0
2020-03-07T00:00:00Z,jiangxi,0,0,0
2020-03-08T00:00:00Z,jiangxi,0,0,0
2020-03-09T00:00:00Z,jiangxi,0,0,0
2020-03-10T00:00:00Z,jiangxi,0,0,0
2020-03-11T00:00:00Z,jiangxi,0,0,0
2020-03-12T00:00:00Z,jiangxi,0,0,0
2020-03-13T00:00:00Z,jiangxi,0,0,0
2020-03-14T00:00:00Z,jiangxi,0,0,0
2020-03-15T00:00:00Z,jiangxi,0,0,0
2020-03-16T00:00:00Z,jiangxi,0,0,0
2020-03-17T00:00:00Z,jiangxi,0,0,0
2020-03-18T00:00:00Z,jiangxi,0,0,0
2020-03-19T00:00:00Z,jiangxi,0,0,0
2020-03-20T00:00:00Z,jiangxi,0,0,0
2020-03-21T00:00:00Z,jiangxi,1,1,0
2020-03-22T00:00:00Z,jiangxi,0,0,0
2020-03-23T00:00:00Z,jiangxi,0,0,0
2020-03-24T00:00:00Z,jiangxi,0,0,0
2020-03-25T00:00:00Z,jiangxi,NA,0,NA
2020-03-26T00:00:00Z,jiangxi,NA,0,NA
2020-03-27T00:00:00Z,jiangxi,NA,0,NA
2020-03-28T00:00:00Z,jiangxi,NA,0,NA
2020-03-29T00:00:00Z,jiangxi,NA,0,NA
2020-03-30T00:00:00Z,jiangxi,NA,0,NA
2020-03-31T00:00:00Z,jiangxi,NA,0,NA
2020-04-01T00:00:00Z,jiangxi,NA,0,NA
2020-04-02T00:00:00Z,jiangxi,NA,0,NA
2020-01-16T00:00:00Z,jiangsu,0,0,0
2020-01-17T00:00:00Z,jiangsu,0,0,0
2020-01-18T00:00:00Z,jiangsu,0,0,0
2020-01-19T00:00:00Z,jiangsu,0,0,0
2020-01-20T00:00:00Z,jiangsu,0,0,0
2020-01-21T00:00:00Z,jiangsu,0,0,0
2020-01-22T00:00:00Z,jiangsu,1,0,1
2020-01-23T00:00:00Z,jiangsu,4,0,4
2020-01-24T00:00:00Z,jiangsu,9,0,9
2020-01-25T00:00:00Z,jiangsu,17,0,17
2020-01-26T00:00:00Z,jiangsu,16,0,16
2020-01-27T00:00:00Z,jiangsu,23,0,23
2020-01-28T00:00:00Z,jiangsu,29,0,29
2020-01-29T00:00:00Z,jiangsu,30,0,30
2020-01-30T00:00:00Z,jiangsu,39,0,39
2020-01-31T00:00:00Z,jiangsu,34,0,34
2020-02-01T00:00:00Z,jiangsu,34,0,34
2020-02-02T00:00:00Z,jiangsu,35,0,35
2020-02-03T00:00:00Z,jiangsu,37,0,37
2020-02-04T00:00:00Z,jiangsu,33,0,33
2020-02-05T00:00:00Z,jiangsu,32,0,32
2020-02-06T00:00:00Z,jiangsu,35,0,35
2020-02-07T00:00:00Z,jiangsu,31,0,31
2020-02-08T00:00:00Z,jiangsu,29,0,29
2020-02-09T00:00:00Z,jiangsu,24,0,24
2020-02-10T00:00:00Z,jiangsu,23,0,23
2020-02-11T00:00:00Z,jiangsu,28,0,28
2020-02-12T00:00:00Z,jiangsu,27,0,27
2020-02-13T00:00:00Z,jiangsu,23,0,23
2020-02-14T00:00:00Z,jiangsu,11,0,11
2020-02-15T00:00:00Z,jiangsu,13,0,13
2020-02-16T00:00:00Z,jiangsu,9,0,9
2020-02-17T00:00:00Z,jiangsu,3,0,3
2020-02-18T00:00:00Z,jiangsu,2,0,2
2020-02-19T00:00:00Z,jiangsu,0,0,0
2020-02-20T00:00:00Z,jiangsu,0,0,0
2020-02-21T00:00:00Z,jiangsu,0,0,0
2020-02-22T00:00:00Z,jiangsu,0,0,0
2020-02-23T00:00:00Z,jiangsu,0,0,0
2020-02-24T00:00:00Z,jiangsu,0,0,0
2020-02-25T00:00:00Z,jiangsu,0,0,0
2020-02-26T00:00:00Z,jiangsu,0,0,0
2020-02-27T00:00:00Z,jiangsu,0,0,0
2020-02-28T00:00:00Z,jiangsu,0,0,0
2020-02-29T00:00:00Z,jiangsu,0,0,0
2020-03-01T00:00:00Z,jiangsu,0,0,0
2020-03-02T00:00:00Z,jiangsu,0,0,0
2020-03-03T00:00:00Z,jiangsu,0,0,0
2020-03-04T00:00:00Z,jiangsu,0,0,0
2020-03-05T00:00:00Z,jiangsu,0,0,0
2020-03-06T00:00:00Z,jiangsu,0,0,0
2020-03-07T00:00:00Z,jiangsu,0,0,0
2020-03-08T00:00:00Z,jiangsu,0,0,0
2020-03-09T00:00:00Z,jiangsu,0,0,0
2020-03-10T00:00:00Z,jiangsu,0,0,0
2020-03-11T00:00:00Z,jiangsu,0,0,0
2020-03-12T00:00:00Z,jiangsu,0,0,0
2020-03-13T00:00:00Z,jiangsu,0,0,0
2020-03-14T00:00:00Z,jiangsu,0,0,0
2020-03-15T00:00:00Z,jiangsu,0,0,0
2020-03-16T00:00:00Z,jiangsu,0,0,0
2020-03-17T00:00:00Z,jiangsu,0,0,0
2020-03-18T00:00:00Z,jiangsu,0,0,0
2020-03-19T00:00:00Z,jiangsu,0,0,0
2020-03-20T00:00:00Z,jiangsu,0,0,0
2020-03-21T00:00:00Z,jiangsu,2,2,0
2020-03-22T00:00:00Z,jiangsu,0,0,0
2020-03-23T00:00:00Z,jiangsu,3,3,0
2020-03-24T00:00:00Z,jiangsu,2,2,0
2020-03-25T00:00:00Z,jiangsu,NA,0,NA
2020-03-26T00:00:00Z,jiangsu,NA,0,NA
2020-03-27T00:00:00Z,jiangsu,NA,0,NA
2020-03-28T00:00:00Z,jiangsu,NA,0,NA
2020-03-29T00:00:00Z,jiangsu,NA,0,NA
2020-03-30T00:00:00Z,jiangsu,NA,0,NA
2020-03-31T00:00:00Z,jiangsu,NA,0,NA
2020-04-01T00:00:00Z,jiangsu,NA,0,NA
2020-04-02T00:00:00Z,jiangsu,NA,0,NA
2020-01-16T00:00:00Z,shanghai,0,0,0
2020-01-17T00:00:00Z,shanghai,0,0,0
2020-01-18T00:00:00Z,shanghai,0,0,0
2020-01-19T00:00:00Z,shanghai,0,0,0
2020-01-20T00:00:00Z,shanghai,2,0,2
2020-01-21T00:00:00Z,shanghai,7,0,7
2020-01-22T00:00:00Z,shanghai,7,0,7
2020-01-23T00:00:00Z,shanghai,4,0,4
2020-01-24T00:00:00Z,shanghai,13,0,13
2020-01-25T00:00:00Z,shanghai,7,0,7
2020-01-26T00:00:00Z,shanghai,13,0,13
2020-01-27T00:00:00Z,shanghai,13,0,13
2020-01-28T00:00:00Z,shanghai,14,0,14
2020-01-29T00:00:00Z,shanghai,21,0,21
2020-01-30T00:00:00Z,shanghai,27,0,27
2020-01-31T00:00:00Z,shanghai,25,0,25
2020-02-01T00:00:00Z,shanghai,24,0,24
2020-02-02T00:00:00Z,shanghai,16,0,16
2020-02-03T00:00:00Z,shanghai,15,0,15
2020-02-04T00:00:00Z,shanghai,25,0,25
2020-02-05T00:00:00Z,shanghai,21,0,21
2020-02-06T00:00:00Z,shanghai,15,0,15
2020-02-07T00:00:00Z,shanghai,12,0,12
2020-02-08T00:00:00Z,shanghai,11,0,11
2020-02-09T00:00:00Z,shanghai,3,0,3
2020-02-10T00:00:00Z,shanghai,7,0,7
2020-02-11T00:00:00Z,shanghai,4,0,4
2020-02-12T00:00:00Z,shanghai,7,0,7
2020-02-13T00:00:00Z,shanghai,5,0,5
2020-02-14T00:00:00Z,shanghai,8,0,8
2020-02-15T00:00:00Z,shanghai,2,0,2
2020-02-16T00:00:00Z,shanghai,3,0,3
2020-02-17T00:00:00Z,shanghai,2,0,2
2020-02-18T00:00:00Z,shanghai,0,0,0
2020-02-19T00:00:00Z,shanghai,0,0,0
2020-02-20T00:00:00Z,shanghai,1,0,1
2020-02-21T00:00:00Z,shanghai,0,0,0
2020-02-22T00:00:00Z,shanghai,1,0,1
2020-02-23T00:00:00Z,shanghai,0,0,0
2020-02-24T00:00:00Z,shanghai,0,0,0
2020-02-25T00:00:00Z,shanghai,1,0,1
2020-02-26T00:00:00Z,shanghai,1,0,1
2020-02-27T00:00:00Z,shanghai,0,0,0
2020-02-28T00:00:00Z,shanghai,0,0,0
2020-02-29T00:00:00Z,shanghai,0,0,0
2020-03-01T00:00:00Z,shanghai,0,0,0
2020-03-02T00:00:00Z,shanghai,1,0,1
2020-03-03T00:00:00Z,shanghai,0,0,0
2020-03-04T00:00:00Z,shanghai,0,0,0
2020-03-05T00:00:00Z,shanghai,1,1,0
2020-03-06T00:00:00Z,shanghai,3,3,0
2020-03-07T00:00:00Z,shanghai,0,0,0
2020-03-08T00:00:00Z,shanghai,0,0,0
2020-03-09T00:00:00Z,shanghai,0,0,0
2020-03-10T00:00:00Z,shanghai,2,2,0
2020-03-11T00:00:00Z,shanghai,0,0,0
2020-03-12T00:00:00Z,shanghai,2,2,0
2020-03-13T00:00:00Z,shanghai,4,4,0
2020-03-14T00:00:00Z,shanghai,3,3,0
2020-03-15T00:00:00Z,shanghai,2,2,0
2020-03-16T00:00:00Z,shanghai,3,3,0
2020-03-17T00:00:00Z,shanghai,3,3,0
